gene_id	Ex	In	Pro
FAM168A	0.66025641025641	0	0.894736842105263
FAM168B	0.447019867549669	0.45	0.451901565995526
FAM169A	0.326086956521739	1	1
FAM171A1	0.761363636363636	1	0.833333333333333
FAM171B	0.491935483870968	0.666666666666667	0.421487603305785
FAM172A	0.672108843537415	0.758241758241758	0.542857142857143
FAM174A	0.873239436619718	0.7	0.894736842105263
FAM177A1	0.572471324296142	0.657142857142857	0.581737849779087
FAM184A	0.567857142857143	0.75	0.433333333333333
FAM184B	0.544354838709677	NA	0.538461538461538
FAM185A	0.485714285714286	NA	0.666666666666667
FAM185BP	0.545454545454545	NA	NA
FAM189B	0.828571428571429	NA	1
FAM193A	0.407407407407407	0.583333333333333	0.35
FAM199X	0.193798449612403	0.148148148148148	0.176767676767677
FAM200A	0.476190476190476	0	0.791666666666667
FAM200B	0.329705882352941	0.1	0.340196078431373
FAM204A	0.401156069364162	0.254545454545455	0.238235294117647
FAM207A	0.75	NA	0.928571428571429
FAM20C	1	NA	0.272727272727273
FAM210A	0.274193548387097	NA	0.230769230769231
FAM210B	0.352409638554217	1	0.569277108433735
FAM214A	0.25	NA	0.395833333333333
FAM216A	0.919191919191919	1	0.88
FAM217B	0.377583830960037	0.418367346938775	0.340659340659341
FAM219A	0.844036697247706	1	0.839160839160839
FAM219B	0.912162162162162	1	0.991228070175439
FAM220A	0.911985018726592	1	0.924568965517241
FAM221A	0.933333333333333	1	0.866666666666667
FAM222B	0.111111111111111	NA	0.4375
FAM227A	0.5	NA	0.766666666666667
FAM228A	0.0555555555555556	0	0
FAM228B	0.431451612903226	0.517857142857143	0.430555555555556
FAM229B	0.266264252179745	0.132275132275132	0.197044334975369
FAM234A	0.701923076923077	0.666666666666667	0.758620689655172
FAM239B	0.333333333333333	0	NA
FAM241A	0.476190476190476	NA	1
FAM24B	1	1	0.55
FAM32A	0.913922155688623	0.966101694915254	0.911347517730496
FAM3C	0.816053511705686	0.833333333333333	0.899122807017544
FAM49A	0.376522702104097	0.361111111111111	0.443089430894309
FAM49B	0.605633802816901	0.6	0.601169590643275
FAM53B	0.525423728813559	0	0.553191489361702
FAM53C	0.819444444444444	0.5	0.85
FAM66C	0.409090909090909	NA	0.3125
FAM76A	0.5	0.5	0.285714285714286
FAM76B	0.447635135135135	0	0.511538461538461
FAM81A	0.469135802469136	NA	0.833333333333333
FAM83D	0.432432432432432	0.5	0.521621621621622
FAM86DP	0.85	NA	1
FAM8A1	0.406896551724138	0.48	0.632530120481928
FAM92A	0.637362637362637	0.733333333333333	0.574468085106383
FAM98B	0.337078651685393	0.625	0.373529411764706
FAN1	0.47037037037037	1	0.509090909090909
FANCA	0.0769230769230769	NA	0.272727272727273
FANCB	0	0	0.4
FANCC	0.341463414634146	NA	0.477272727272727
FANCI	NA	NA	0.354838709677419
FANCL	0.922727272727273	1	0.8203125
FANCM	0.8	NA	0.384615384615385
FAR1	0.476190476190476	0.492063492063492	0.45993031358885
FAR2	0.181818181818182	1	0
FAR2P2	0.615384615384615	0.703703703703704	0.720720720720721
FARP1	0.479166666666667	1	0.5
FARP2	0.846153846153846	NA	0.5
FARSB	0.37962962962963	0.433333333333333	0.333333333333333
FAS	NA	NA	0.5
FASN	0.6875	1	0.333333333333333
FASTKD1	0.5	1	0
FASTKD2	0.469387755102041	0.28	0.417142857142857
FASTKD3	0.357142857142857	1	0.666666666666667
FASTKD5	0.907692307692308	1	0.956521739130435
FAT3	0.320675105485232	NA	NA
FAT4	0.461538461538462	NA	1
FAXDC2	0.428571428571429	NA	0.657407407407407
FBLIM1	0.346153846153846	NA	0
FBLN1	0.152215799614644	0.2	0.231759656652361
FBRSL1	0.105882352941176	0	0
FBXL12	0.895833333333333	1	0.706896551724138
FBXL19-AS1	0	NA	1
FBXL2	0.407894736842105	1	NA
FBXL20	0.532258064516129	NA	0.8
FBXL3	0.552083333333333	1	0.543859649122807
FBXL4	0.921052631578947	NA	1
FBXL5	0.441752577319588	0.484615384615385	0.444155844155844
FBXO10	0	NA	1
FBXO11	0.49020979020979	0.346153846153846	0.667017913593256
FBXO16	0.222222222222222	0	0.333333333333333
FBXO21	0.606837606837607	0.666666666666667	0.781609195402299
FBXO22	0.527985074626866	0.416666666666667	0.592391304347826
FBXO25	0.451923076923077	0.40625	0.521739130434783
FBXO28	0.828947368421053	0.486842105263158	0.5
FBXO3	0.894847528916929	0.966666666666667	0.931034482758621
FBXO30	0.284090909090909	NA	0.450980392156863
FBXO31	0.764705882352941	1	0.909090909090909
FBXO32	0.565079365079365	NA	0.338541666666667
FBXO34	0.563636363636364	0.5	1
FBXO36	0.6	NA	0.75
FBXO38	0.176470588235294	NA	0.8
FBXO44	0.209580838323353	0	0.2
FBXO46	0.728070175438596	0.333333333333333	0
FBXO5	0.65	NA	0.704166666666667
FBXO6	0.6	1	0
FBXO7	0.76158940397351	0.625	0.684782608695652
FBXO8	0.548780487804878	0.576923076923077	0.432835820895522
FBXO9	0.430147058823529	0.722222222222222	0.404761904761905
FBXW11	0.0579710144927536	0	0.3
FBXW2	0.527777777777778	0.513157894736842	0.520161290322581
FBXW7	0.348148148148148	0.466666666666667	0.474285714285714
FBXW8	0.434782608695652	0	0
FCF1	0.625	0.333333333333333	0.538461538461538
FCHO2	0.390403489640131	0	0.495238095238095
FCHSD2	0.514285714285714	0.5	0.227272727272727
FDFT1	0.494903737259343	0.607142857142857	0.541254125412541
FDX1	0.420138888888889	0	0.448275862068966
FDX2	0.0517241379310345	0	0.0566037735849057
FDXACB1	0.782051282051282	0.0666666666666667	0.428571428571429
FECH	0.5	1	1
FEM1A	0.478260869565217	NA	0
FEM1B	0.333333333333333	0.25	0.331818181818182
FEM1C	0.873015873015873	NA	0.442622950819672
FEN1	0.490196078431373	NA	0.748603351955307
FER	0.355371900826446	0.375	0.333333333333333
FERMT2	0.596	0.314285714285714	0.680555555555556
FEZ1	0.938715953307393	0.934131736526946	0.923645320197044
FEZ2	0.840764331210191	0.833333333333333	0.873737373737374
FEZF2	0.9375	1	0.578947368421053
FGD3	0.785714285714286	0.5	1
FGD4	0.619806488332385	0.530612244897959	0.588235294117647
FGD5-AS1	0.875299760191847	0.833333333333333	0.847736625514403
FGD6	0.533333333333333	NA	0.25
FGF12	0.610687022900763	0.666666666666667	0.666666666666667
FGF13	0.756626506024096	0.716666666666667	0.751633986928105
FGF7P3	0.615384615384615	NA	0
FGF7P6	0.732258064516129	NA	0.442105263157895
FGFBP3	0.606091370558376	0.28	0.607384615384615
FGFR1	0.795918367346939	0.333333333333333	0.325842696629213
FGFR1OP	0.74	0	0.333333333333333
FGFR1OP2	0.543181818181818	0.38	0.333333333333333
FGFR2	0.407407407407407	NA	0.325
FGGY	1	NA	0.857142857142857
FH	0.689873417721519	0.722222222222222	0.801369863013699
FHDC1	0.403225806451613	NA	0.5
FHL1	0.842835130970724	0.931034482758621	0.95374449339207
FHOD3	0.630252100840336	0	0.458541458541459
FIGNL1	0.75609756097561	1	0.604166666666667
FIP1L1	0.686585365853658	0.578125	0.638888888888889
FITM2	0.666666666666667	NA	0
FKBP15	0.677083333333333	1	0.375
FKBP1A	0.996231155778894	1	1
FKBP1B	0.976744186046512	1	1
FKBP3	0.582251082251082	0.591397849462366	0.635863586358636
FKBP7	0.62037037037037	0	0.636363636363636
FKBP9	0.652173913043478	1	1
FKRP	0.409090909090909	1	0.529411764705882
FLAD1	0.874458874458874	0.805555555555556	0.849056603773585
FLCN	0.5	1	0.8
FLII	0.954545454545455	1	0.857142857142857
FLOT1	0.0910683012259194	0.0526315789473684	0.0814332247557003
FLRT2	0.127659574468085	1	NA
FLRT3	0	NA	0.769230769230769
FMC1	0.0693069306930693	0	0.0210526315789474
FMN2	0.788888888888889	NA	0.424242424242424
FMNL2	0.240595611285266	0.125	0.259345794392523
FMR1	0.625	NA	0.625
FN3KRP	0.888888888888889	1	0.971698113207547
FNBP1	0.458080808080808	0.446236559139785	0.559210526315789
FNBP1L	0.452966890633854	0.467532467532467	0.472268557130942
FNBP4	0.361356932153392	0.461538461538462	0.393419170243205
FNDC3A	0.475555555555556	0.6	0.368421052631579
FNDC4	0.961363636363636	0.888888888888889	0.94047619047619
FNIP1	0.475	0	0.555555555555556
FNIP2	0.607142857142857	NA	0.25
FNTA	0.822847682119205	1	0.870748299319728
FOCAD	0.923076923076923	NA	0.805555555555556
FOPNL	0.858974358974359	NA	0.926229508196721
FOS	0.81184668989547	0.873684210526316	0.830939679934345
FOSB	0.632352941176471	NA	0.764150943396226
FOXG1	0.883928571428571	1	0.948275862068966
FOXG1-AS1	0.388888888888889	NA	0.407407407407407
FOXJ3	0.182926829268293	0	0.303030303030303
FOXK2	0.352941176470588	1	0
FOXN2	1	1	0.2
FOXN3	0.32520325203252	0.5	0.0606060606060606
FOXO3	0.259803921568627	0	0.0883534136546185
FPGS	0.910714285714286	1	1
FPGT	0.541666666666667	NA	0.388888888888889
FRA10AC1	0.427437641723356	0.333333333333333	0.361904761904762
FRG1	0.718918918918919	0.82	0.686320754716981
FRG1BP	0.320253164556962	0.6	0.318181818181818
FRG1CP	0.406432748538012	0.138888888888889	0.531914893617021
FRG1HP	0.271151178918169	0.166666666666667	0.391705069124424
FRMD3	0.381818181818182	0.666666666666667	0.555555555555555
FRMD4A	0.541666666666667	0.714285714285714	0.625
FRMD4B	0.331179775280899	NA	0.584183673469388
FRMD5	0.625	0.357142857142857	0.538461538461539
FRMPD4	0.4375	1	1
FRRS1L	0.555555555555556	NA	NA
FRS2	0.730769230769231	0	0.118421052631579
FRY	0.409090909090909	NA	NA
FRYL	0.550724637681159	0.583333333333333	0.489130434782609
FRZB	0.681818181818182	NA	NA
FSD1	0.961363636363636	1	1
FSD1L	0.506666666666667	0.633333333333333	0.488888888888889
FST	0.266666666666667	NA	0.441176470588235
FSTL1	0.740740740740741	NA	0.941176470588235
FSTL3	1	NA	0.428571428571429
FSTL5	0.565217391304348	NA	0.707142857142857
FTO	0.558823529411765	0.833333333333333	1
FTSJ1	0.687992125984252	0.75	0.786111111111111
FTSJ3	0.28641975308642	0.266666666666667	0.170940170940171
FTX	0.465686274509804	0.888888888888889	0.111111111111111
FUBP1	0.268256772673734	0.260869565217391	0.321379781420765
FUBP3	0.622950819672131	1	0.8
FUCA1	0.846153846153846	1	1
FUCA2	0.885245901639344	NA	0.922077922077922
FUNDC1	0.665	0.25	0.787878787878788
FUNDC2	0.166666666666667	NA	NA
FUS	0.482121807465619	0.5	0.47403910991234
FUT8	0.523809523809524	0.722222222222222	0.888888888888889
FUT9	0.360507246376812	0.208333333333333	0.318910256410256
FUZ	1	1	0.928571428571429
FXR1	0.685364976627113	0.611111111111111	0.647766323024055
FXYD7	0.889380530973451	1	0.75
FYN	0.250190114068441	0.2	0.250666666666667
FYTTD1	0.668421052631579	0	0.636842105263158
FZD3	0.381555153707052	0.301587301587302	0.497619047619048
G2E3	0.432432432432432	0.363636363636364	0.51875
G3BP1	0.307692307692308	0.583333333333333	0.356382978723404
G3BP2	0.5625	0.458333333333333	0.627118644067797
GAA	0.96	1	0.833333333333333
GAB1	0.666666666666667	NA	0.333333333333333
GABARAPL1	0.990384615384615	1	0.888888888888889
GABBR1	0.656862745098039	0.833333333333333	0.291666666666667
GABPA	0.369198312236287	0.265151515151515	0.471014492753623
GABPB1	0.763157894736842	0.714285714285714	0.716981132075472
GABPB1-AS1	0.717391304347826	0.583333333333333	0.706896551724138
GABPB2	0.428571428571429	0	0
GABRA2	0.610766045548654	0.714285714285714	0.673469387755102
GABRB3	0.714953271028037	0.166666666666667	0.821428571428572
GABRG2	0.454545454545455	1	NA
GAD1	0.75	0.770833333333333	1
GADD45A	0.686274509803922	0.6	0.49862258953168
GADD45B	0.75	1	0.875
GADD45GIP1	0.0482180293501048	0.153846153846154	0.08
GAK	0.884615384615385	1	0.9
GALC	0.740740740740741	1	0.90625
GALNS	0.975903614457831	1	0.62
GALNT1	0.517241379310345	0.611111111111111	0.466666666666667
GALNT11	0.885245901639344	1	1
GALNT16	0.777777777777778	NA	0.803571428571429
GALNT2	0.644444444444444	0.75	0.7421875
GALNT7	0.464285714285714	0.25	0.395833333333333
GAN	0.555555555555556	0.722222222222222	0.6
GAP43	0.622871946706144	0.648936170212766	0.62962962962963
GAPVD1	0.298837209302326	0.525	0.269565217391304
GAR1	0.568965517241379	0.4	0.526315789473684
GAREM2	0.9	NA	0
GARNL3	0.842105263157895	NA	1
GARS-DT	0.5	0.666666666666667	0.571428571428571
GARS1	0.746543778801843	0.638888888888889	0.84070796460177
GART	0.411971830985915	0.291666666666667	0.424679487179487
GAS1	0.6	NA	0.642857142857143
GAS2L3	0.625	0.833333333333333	0.554347826086957
GAS7	0.435897435897436	1	0.5
GAS8	0.941176470588235	NA	0.615384615384615
GATAD1	0.538647342995169	0.5	0.471631205673759
GATAD2B	0.584126984126984	0.458333333333333	0.507936507936508
GATC	0.5625	NA	0.333333333333333
GATD1	0.387254901960784	0.0625	0.274193548387097
GATM	0.982758620689655	1	0.982089552238806
GBA2	0.763157894736842	1	1
GBE1	1	1	0.75
GBF1	0.693333333333333	0.666666666666667	0.593333333333333
GCA	0.71875	NA	0.660539215686274
GCC2	0.4	0.4	0.23469387755102
GCDH	0.927835051546392	1	0.785714285714286
GCFC2	0.474509803921569	0.3	0.419672131147541
GCLM	0.2	1	0
GCN1	0.285714285714286	NA	NA
GCNT1	0.6	NA	NA
GCSH	0.55632183908046	0.435897435897436	0.610294117647059
GDAP1	0.570689655172414	0.25	0.735294117647059
GDAP1L1	0.487421383647799	0.526315789473684	0.470588235294118
GDAP2	0.642857142857143	NA	0.933333333333333
GDE1	0.00657894736842105	0	0.330985915492958
GDI1	0.906226834692365	0.922619047619048	0.872781065088757
GDI2	0.877624671916011	0.885135135135135	0.916666666666667
GEMIN2	0.279411764705882	NA	0.314814814814815
GEMIN5	0.39622641509434	0.333333333333333	0.440860215053763
GEMIN6	0.486486486486487	NA	0
GEMIN8	0.037037037037037	NA	0.0303030303030303
GEN1	0.4	NA	0.0769230769230769
GET1	0.525617842073538	0.493827160493827	0.566787003610108
GET3	0.962085308056872	1	0.965686274509804
GET4	0.802777777777778	0.816666666666667	0.6328125
GFAP	0.5	NA	0.746835443037975
GFER	0.735632183908046	1	0.625
GFM1	0.803921568627451	NA	0.880952380952381
GFM2	0.579166666666667	0.6	0.44
GFOD1	0.541666666666667	NA	0.333333333333333
GFOD2	0.832832832832833	1	0.647058823529412
GFPT1	0.561643835616438	0.75	0.73
GFPT2	0.758620689655172	NA	1
GGA1	0.741545893719807	0.444444444444444	0.712121212121212
GGA2	0.882352941176471	0	0.833333333333333
GGCT	0.888613861386139	1	0.838607594936709
GGCX	0.0833333333333333	0.4	0
GGH	1	1	0.952755905511811
GGNBP2	0.481871707468237	0.456221198156682	0.46815834767642
GGPS1	0.590395480225989	NA	0.462365591397849
GGT7	0.774049217002237	0.5625	0.620253164556962
GHITM	0.585714285714286	0.625	0.426470588235294
GID4	0.354838709677419	NA	1
GID8	0.748792270531401	0.666666666666667	0.774358974358974
GIGYF1	0.5	NA	0.454545454545455
GIGYF2	0.495614035087719	0.3	0.485806451612903
GIN1	0.575757575757576	1	0.84375
GINM1	0.222222222222222	0.666666666666667	0.355555555555556
GINS2	0.851063829787234	NA	0.883435582822086
GINS4	NA	NA	0.5625
GIT2	0.5	NA	0.326086956521739
GK	0.895833333333333	0.5	0.5
GKAP1	0.28125	NA	0.529411764705882
GLA	0.740740740740741	0	0.78
GLB1	0.564102564102564	0.357142857142857	0.36
GLCE	0.377492877492877	0.166666666666667	0.322222222222222
GLE1	0.846938775510204	NA	0.730769230769231
GLG1	0.564373897707231	0.5	0.622362869198312
GLIDR	0.632352941176471	0.666666666666667	0.535211267605634
GLIPR2	0.764705882352941	NA	0.714285714285714
GLMN	0.525879917184265	0.938775510204082	0.689285714285714
GLO1	0.971139971139971	0.962962962962963	0.933136676499508
GLOD4	0.556750298685783	0.375	0.441358024691358
GLRA2	0.809859154929577	0.666666666666667	NA
GLRB	0.593567251461988	NA	0.666666666666667
GLRX	0.0119760479041916	0	0
GLRX3	0.598802395209581	0.648148148148148	0.72168284789644
GLRX5	0.485714285714286	0	0.395348837209302
GLS	0.404301075268817	0.6	0.259574468085106
GLT8D1	0.918539325842697	1	0.890756302521008
GLTP	1	0	0.333333333333333
GLUD1	0.657142857142857	0.4375	0.77511961722488
GLUL	0.873972602739726	0.974074074074074	0.9185667752443
GLYATL2	NA	NA	0.25
GLYR1	0.79375	0.729166666666667	0.844827586206897
GMCL1	0.569444444444444	0.625	0.25
GMEB1	0.611904761904762	0.666666666666667	0.555555555555555
GMFB	0.739837398373984	0.428571428571429	0.615740740740741
GMNN	0.818181818181818	NA	0.641221374045802
GMPR2	0.848101265822785	1	0.807017543859649
GMPS	0.319354838709677	0	0.608938547486034
GNA13	0.642857142857143	NA	1
GNAI1	0.394205794205794	0.555555555555556	0.406282722513089
GNAI2	0.876288659793814	1	1
GNAI3	0.32122905027933	0.470588235294118	0.306872037914692
GNAL	0.447761194029851	0.333333333333333	0.333333333333333
GNAO1	0.516034985422741	0.411654135338346	0.415778251599147
GNAQ	0.797222222222222	1	0.655172413793103
GNAS	0.695906432748538	0.711229946524064	0.765389876880985
GNAZ	0.347826086956522	NA	0.294117647058824
GNB1	0.786585365853659	0.950617283950617	0.768888888888889
GNB4	0.455128205128205	0.333333333333333	0.506172839506173
GNB5	0.744047619047619	0.576923076923077	0.619791666666667
GNE	0.681818181818182	1	0.875
GNG10	0.869918699186992	0.818181818181818	0.861635220125786
GNG11	0.666666666666667	NA	0.804761904761905
GNG12	1	NA	0.580645161290323
GNG2	0.710963455149502	0.70223752151463	0.620583717357911
GNG4	0.624203821656051	0.4	0.653012048192771
GNG7	0.333333333333333	0.666666666666667	0.5
GNL1	0.282012195121951	0.2	0.275773195876289
GNL2	0.395833333333333	0.214285714285714	0.364035087719298
GNL3	0.606130268199234	0.493055555555556	0.650137741046832
GNL3L	0.386363636363636	0	0.615384615384615
GNPAT	0.551681957186544	0.592	0.517829457364341
GNPDA1	0.843137254901961	NA	0.96875
GNPDA2	0.537581699346405	0.71875	0.765432098765432
GNPTAB	0.572727272727273	NA	0.592857142857143
GNPTG	0.5536	0.16	0.758181818181818
GOLGA1	0.431818181818182	0.75	0.25
GOLGA2	0.477106227106227	0.714285714285714	0.470824949698189
GOLGA3	0.55	NA	1
GOLGA4	0.401626016260163	0.254545454545455	0.427083333333333
GOLGA5	0.714285714285714	0.803571428571429	0.785714285714286
GOLGA6L5P	0.319018404907975	0.411764705882353	0.153846153846154
GOLGA6L9	0.21474358974359	0.166666666666667	0.297008547008547
GOLGA7	0.933333333333333	0.95	0.931111111111111
GOLGA7B	0.553921568627451	0.694444444444444	NA
GOLGA8A	0.519736842105263	0.553571428571428	0.590766823161189
GOLGA8B	0.292654713707345	0.405128205128205	0.228233305156382
GOLGB1	0.504646282973621	0.243589743589744	0.445147679324895
GOLIM4	0.792763157894737	0.972222222222222	0.747093023255814
GOLM1	0.785337552742616	0.755555555555556	0.838590956887487
GOLT1B	0.547826086956522	0.9	0.735714285714286
GON7	0.357142857142857	1	0.518518518518518
GOPC	0.472972972972973	NA	0.396551724137931
GORAB	0.19047619047619	0	0.45
GORASP2	0.720143884892086	0.591111111111111	0.816279069767442
GOSR1	0.276422764227642	0.222222222222222	0.251572327044025
GOSR2	0.496710526315789	0.722222222222222	0.547794117647059
GOT1	0.817073170731707	0.9	0.848484848484849
GOT2	0.935483870967742	1	1
GPALPP1	0.349462365591398	0.666666666666667	0.232456140350877
GPANK1	0.515463917525773	1	0.623655913978495
GPAT4	0.503184713375796	0.5	0.488372093023256
GPATCH1	0.423913043478261	1	0.601351351351351
GPATCH11	0.566666666666667	0.45	0.446153846153846
GPATCH2	0.5	0.666666666666667	0.470588235294118
GPATCH2L	0.39010989010989	0.464285714285714	0.467532467532468
GPATCH3	0.925	1	1
GPATCH4	0.263020833333333	NA	0.397849462365591
GPATCH8	0.444078947368421	0.257352941176471	0.286971830985915
GPBP1	0.415419501133787	0.35672514619883	0.312226204699323
GPBP1L1	0.341880341880342	NA	0.477477477477477
GPC2	0.958333333333333	0.947368421052632	1
GPC4	0.566666666666667	0.333333333333333	0.466942148760331
GPC6	0.157894736842105	NA	0.359375
GPCPD1	0.572727272727273	NA	0.71304347826087
GPD1L	0.973333333333333	NA	1
GPD2	0.802469135802469	1	0.741935483870968
GPHN	0.768571428571428	NA	0.48
GPI	0.657435897435897	0.6	0.701492537313433
GPM6A	0.567640236187263	0.670212765957447	0.680487804878049
GPM6B	0.841856060606061	0.828703703703704	0.610666666666667
GPN1	0.0229357798165138	0	0.265060240963855
GPN2	0.48	1	0.95
GPN3	0.479166666666667	0.727272727272727	0.604938271604938
GPR1	NA	NA	0.8
GPR107	0.875	0	0
GPR12	0.5	NA	NA
GPR137B	0.96875	NA	0.96
GPR137C	0.587837837837838	0.75	0.451388888888889
GPR155	0.5	NA	0.833333333333333
GPR161	0.556451612903226	NA	0.0384615384615385
GPR173	0.833333333333333	1	1
GPR180	0	NA	0.428571428571429
GPR19	0.215189873417722	0	0
GPR22	0.382142857142857	NA	NA
GPR75-ASB3	0.5	NA	0.296296296296296
GPR85	0.632231404958678	0.75	NA
GPR89A	0.611111111111111	0.75	0.666666666666667
GPR89B	0.648550724637681	1	0.833333333333333
GPRASP2	0.900826446280992	1	1
GPRC5B	0.135714285714286	0.3	0.277777777777778
GPRIN3	0.25	NA	0.615384615384615
GPS2	0.818918918918919	0.9	0.856770833333333
GPSM2	0.79047619047619	NA	0.826241134751773
GPT2	0.466292134831461	0.333333333333333	0.696969696969697
GPX7	0.393939393939394	0.4	0.75609756097561
GRAMD1B	0.558823529411765	NA	0.101694915254237
GRB10	0.472868217054264	1	0.686274509803922
GRB14	1	NA	0.8
GRB2	0.267911010558069	0.175324675324675	0.217522658610272
GREM2	0.245098039215686	0	NA
GRHPR	0.953815261044177	1	0.93048128342246
GRIA1	0.595930232558139	0.713333333333333	0.45
GRIA2	0.267264573991031	0.254310344827586	0.265625
GRIA3	0.630647130647131	0.938271604938272	0.677248677248677
GRIA4	NA	1	0
GRID1	0.583333333333333	0.333333333333333	NA
GRIK1	0.285714285714286	NA	0
GRIK2	0.319444444444444	0.666666666666667	0.333333333333333
GRIP1	0.0930232558139535	0.3125	0
GRIPAP1	0.953125	1	0.933333333333333
GRK3	0.428571428571429	0	NA
GRK4	0.444444444444444	0.0625	0.666666666666667
GRM3	0.689473684210526	NA	0.592857142857143
GRPEL1	0.54093567251462	0.4	0.552631578947368
GRPEL2	0.73469387755102	NA	0.571428571428571
GRSF1	0.586936090225564	0.518518518518518	0.666666666666667
GRTP1	0.583333333333333	NA	0.846153846153846
GS1-124K5.11	0.709722222222222	0.509090909090909	0.727058823529412
GSDME	0.753715498938429	1	0.906666666666667
GSE1	0.394736842105263	0.5	0.318181818181818
GSK3B	0.333333333333333	NA	0.692307692307692
GSKIP	0.827956989247312	NA	0.840909090909091
GSN	1	NA	0.9
GSPT1	0.427631578947368	NA	0.390697674418605
GSR	0.0444444444444444	0	0.178571428571429
GSS	0.993288590604027	1	0.981481481481482
GSTA4	0.981747066492829	1	0.976833976833977
GSTK1	0.924528301886792	NA	0.952898550724638
GSTM2	0.975	1	0.956521739130435
GSTM3	0.15	0.1	0.224
GSTM4	0	NA	0.108695652173913
GSTM5	0.5	NA	0.327272727272727
GSTO1	0.867924528301887	1	0.955223880597015
GTDC1	0.582329317269076	0.952380952380952	0.637820512820513
GTF2A1	0.925925925925926	NA	0.722222222222222
GTF2A2	0.043731778425656	0.075	0.0849056603773585
GTF2B	0.416206261510129	0.380952380952381	0.425396825396825
GTF2E1	0.532258064516129	0.5	0.361111111111111
GTF2E2	0.804878048780488	0.666666666666667	0.851063829787234
GTF2F1	0.741721854304636	0	0.78125
GTF2F2	0.53968253968254	0.583333333333333	0.496124031007752
GTF2H1	0.567085953878407	0.541666666666667	0.691197691197691
GTF2H2	0.476785714285714	0.3	0.457142857142857
GTF2H2C_2	0.203703703703704	0.166666666666667	0.616161616161616
GTF2H3	0.457446808510638	0.5	0.4375
GTF2H5	0.5	0.5	0.506493506493506
GTF2I	0.478855079938112	0.317629179331307	0.496224040276904
GTF2IP1	0.470431893687708	0.8	0.479784366576819
GTF2IP4	0.681910569105691	0.825	0.65210843373494
GTF2IRD1	0.444444444444444	NA	NA
GTF2IRD2	0.61025641025641	0.523809523809524	0.192982456140351
GTF2IRD2B	0.60960960960961	0.479166666666667	0.478365384615385
GTF3A	0.536379018612521	0.55952380952381	0.528265107212476
GTF3C1	0.323529411764706	1	0.666666666666667
GTF3C2	0.81	1	0.847826086956522
GTF3C3	0	0	0.4375
GTF3C4	0.75	0.5	0.933333333333333
GTF3C5	0.967889908256881	1	0.99009900990099
GTF3C6	0.914264597191426	0.923076923076923	0.871878393051032
GTPBP1	0.522222222222222	NA	0.413793103448276
GTPBP10	0.571428571428571	1	1
GTPBP4	0.413419913419913	0.435897435897436	0.447368421052632
GTPBP6	0.786885245901639	0.777777777777778	0.71264367816092
GTPBP8	0.472222222222222	NA	0.208333333333333
GTSE1	0.111111111111111	NA	0.21957671957672
GUCA1B	0.647058823529412	0	0.5
GUCY1B1	0.735294117647059	NA	0.5
GUF1	0.344654088050314	0.25	0.394915254237288
GULP1	0.777777777777778	NA	0.514285714285714
GUSB	0.935483870967742	1	0.984
GUSBP1	0.62962962962963	NA	0
GUSBP14	0.0476190476190476	0.75	0.925925925925926
GUSBP15	0.416666666666667	NA	NA
GUSBP16	0.666666666666667	NA	NA
GUSBP3	0.250724637681159	0.260416666666667	0.323943661971831
GYS1	0.725806451612903	NA	0
GZF1	0.454545454545455	1	0
H1-0	0.885856079404467	0.939393939393939	0.83596214511041
H2AZ2	0.23125	0.321428571428571	0.258361204013378
H2BW3P	0.444444444444444	0.375	0.76
H3-3A	0.835568917668825	0.828478964401295	0.850049652432969
H3-3B	0.648936170212766	0.653343023255814	0.629802831142568
HABP4	0.354838709677419	1	0.105263157894737
HACD1	0.633333333333333	NA	0.605263157894737
HACD2	0.67910447761194	0.63768115942029	0.647887323943662
HACD3	0.177298311444653	0.258064516129032	0.167048054919908
HACE1	0.625	NA	0.671428571428571
HACL1	0.955882352941176	1	0.974576271186441
HADH	0.819327731092437	1	0.754065040650407
HADHA	0.581424936386769	0.640625	0.560137457044674
HADHB	0.462121212121212	NA	0.796178343949045
HARBI1	0.384615384615385	NA	0.8
HARS1	0.923778501628665	0.888888888888889	0.984158415841584
HAT1	0.494186046511628	NA	0.483333333333333
HAUS1	0.936594202898551	0.916666666666667	0.952380952380952
HAUS2	0.592857142857143	0.75	0.515625
HAUS3	0.713114754098361	NA	0.746031746031746
HAUS5	0.474576271186441	1	0.431818181818182
HAUS6	0.404761904761905	0.5	0.310344827586207
HBEGF	0.339285714285714	NA	0.35
HBP1	0.561946902654867	0.4375	0.572761194029851
HBS1L	0.79482657260435	0.555555555555556	0.71264367816092
HCCS	0.760869565217391	0	0.866666666666667
HCFC2	0.348314606741573	0.0555555555555556	0.0833333333333333
HCG17	0.433333333333333	1	0.5
HCG18	0.62280701754386	0.625	0.65
HCG23	0.693548387096774	NA	0.975
HCN3	0.645161290322581	0.666666666666667	0.166666666666667
HDAC11	0.733333333333333	NA	0.552631578947368
HDAC2	0.607894279255782	0.553086419753086	0.668247944339026
HDAC3	0.804054054054054	0.857142857142857	0.966346153846154
HDAC5	0.0753424657534247	0	0
HDAC8	0.8225	NA	0.658333333333333
HDAC9	0.442176870748299	1	0.885057471264368
HDDC2	0.552263374485597	0.444444444444444	0.571910112359551
HDGFL3	0.301010101010101	0.354054054054054	0.332089552238806
HDHD2	0.845794392523364	1	0.766355140186916
